State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Village Code,Pincode,Category,Status
Tamil Nadu,Tiruchirappalli,591,Musiri,5774,Thinnakonam,,635740,621202,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Maduranthakam,5710,Thinnalur,,630120,603307,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Musiri,5774,Thinnanur,,635715,621006,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Kolli Hills,6625,Thinnanurnadu,,634639,637411,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Hosur,5890,Thinnapalli,,643718,635124,Rural,Inhabitant
Tamil Nadu,Tiruppur,634,Udumalaipettai,5906,Thinnapatti,,644849,642122,Rural,Inhabitant
Tamil Nadu,Salem,584,Mettur,5736,Thinnappatti,,633756,636303,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Lalgudi,5777,Thinniyam,,635935,621706,Rural,Inhabitant
Tamil Nadu,Coimbatore,569,Pollachi,5899,Thippampatti,,644551,642003,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Harur,5886,Thippampatti,,643298,635202,Rural,Inhabitant
