State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Village Code,Pincode,Category,Status
Tamil Nadu,Namakkal,580,Rasipuram,5746,3 Komarapalayam,,634549,637209,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Tiruchengode,5745,48 Kailasampalayam,,932619,637209,Urban,Inhabitant
Tamil Nadu,Namakkal,580,Tiruchengode,5745,58 Kailasampalayam,,634397,637209,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Rasipuram,5746,85 Komarapalayam,,634479,637403,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Mohanur,6635,A Metupatty,அ மேட்டுப்பட்டி,932531,637015,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Sendamangalam,6632,A Palapatty,அ. பாலப்பட்டி,932308,637013,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Sendamangalam,6632,A Palayapalayam,அக்ரஹார பழையபாளையம்,932264,637405,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Palani,5760,A-Kalayamputhur,,635158,624615,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Tittakudi,5794,A. Agaram,,637259,606304,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,A. Gudalur,,633127,605755,Rural,Inhabitant
Tamil Nadu,Sivaganga,585,Singampunari,5995,A. Kalappur,,639999,630501,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A. Kulathur,,633622,606205,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Veppur,5953,A. Marur,,637065,606203,Rural,Inhabitant
Tamil Nadu,Coimbatore,569,Pollachi,5899,A. Nagoor,,644537,642202,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Pappireddipatti,5887,A. Pallipatti,,643538,636905,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Paramakudi,5856,A. Panaiyur,,641914,623537,Rural,Inhabitant
Tamil Nadu,Salem,584,Salem West,5971,A.Ayyamperumalpatti,,633960,636302,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Nallampalli,6623,A.Jettihalli,,643594,636807,Rural,Inhabitant
Tamil Nadu,Tirupathur,732,Tirupathur,5720,A.K.Mottur,,631119,635652,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Tiruvengadam,6642,A.Karisalkulam,,642651,627719,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Vedasandur,5762,A.Kombai,,932515,624619,Urban,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A.Kumaramangalam,,633704,606107,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A.Kurumbur,,633732,606104,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Tiruvengadam,6642,A.Madhurapuri,,642668,627754,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Tiruvadanai,5855,A.Manakudi,,641846,623403,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A.Mazhavarayanur,,633725,606305,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Sivakasi,5849,A.Meenachipuram,,641332,626130,Rural,Inhabitant
Tamil Nadu,Sivaganga,585,Singampunari,5995,A.Melaiyur,,640020,630211,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Kadaladi,5859,A.Punavasal,,642053,623703,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A.Puthur,,633712,607202,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Dharmapuri,5888,A.Reddihalli,,643576,636704,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,A.Sathanur,,633727,606104,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Hosur,5890,A.Settipalli,,643783,635105,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Shoolagiri,6641,A.Settipalli,எ.செட்டிப்பள்ளி,932140,635105,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Kamuthi,5858,A.Tharaikkudi,,642006,623601,Rural,Inhabitant
Tamil Nadu,Tirunelveli,592,Radhapuram,5880,A.Tirumalapuram,,643068,627113,Rural,Inhabitant
Tamil Nadu,Madurai,578,Melur,5835,A.Valayapatti,,640519,625301,Rural,Inhabitant
Tamil Nadu,Madurai,578,Melur,5835,A.Vallalapatti,,933718,625301,Urban,Inhabitant
Tamil Nadu,Dindigul,572,Dindiguleast,5980,A.Vellodu,,635380,624307,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Dindiguleast,5980,A.Vellodu R.F.,,635403,624307,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Ponneri,5694,Aaladu 2,ஆலாடு 2,933216,601204,Rural,Inhabitant
Tamil Nadu,Chennai,568,Tiruvottiyur,5982,Aamullaivayal,ஆமுல்லைவாயல்,952429,600103,Urban,Inhabitant
Tamil Nadu,Thiruvarur,590,Mannargudi,5808,Aandikkulam,ஆண்டிக்குளம்,932320,614014,Urban,Inhabitant
Tamil Nadu,Ranipet,731,Arakonam,5715,Aarikilapadi,,933932,631001,Unmapped,Inhabitant
Tamil Nadu,Viluppuram,596,Vikravandi,5978,Aasur North,ஆசூர் வடக்கு,933037,605652,Unmapped,Inhabitant
Tamil Nadu,Thanjavur,586,Peravurani,5817,Aathalur,ஆத்தாளூர்,932725,614804,Urban,Inhabitant
Tamil Nadu,Kancheepuram,574,Kundrathur,7057,Aathanancheri,ஆதனஞ்சேரி,932789,601301,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Peravurani,5817,Aathanur,ஆதனூர்,932729,614804,Urban,Inhabitant
Tamil Nadu,Viluppuram,596,Melmalaiyanur,6652,Aathipattu,ஆத்திப்பட்டு,932944,604152,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,R K Pet,6674,Aathivarakapuram,ஆதிவராகபுரம்,932151,631303,Rural,Inhabitant
Tamil Nadu,Kanniyakumari,575,Kalkulam,5882,Aathivilai,ஆத்திவிளை,932211,629802,Rural,Inhabitant
Tamil Nadu,Salem,584,Edappadi,5738,Aavaniperur(West),ஆவணிபேரூர் மேற்கு,931797,637101,Urban,Inhabitant
Tamil Nadu,Nagapattinam,579,Nagapattinam,5799,Abaranadari,,637691,611108,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Abatharanapuram,ஆபத்தாரணபுரம்,933654,607303,Urban,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Thandrampet,5726,Abbunaickenpalayam,,632011,606708,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Tiruvannamalai,5727,Abbupattu,,632206,606804,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vembakkam,6624,Abdullapuram,,631251,631702,Rural,Inhabitant
Tamil Nadu,Vellore,595,Vellore,5717,Abdullapuram,,630806,632010,Rural,Inhabitant
Tamil Nadu,Salem,584,Pethanaickanpalayam,6618,Abinavam,,931880,636109,Urban,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Thuraiyur,5775,Abinimangalam,,635718,621007,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Kamuthi,5858,Abiramam,அபிராமம்,933520,623601,Urban,Inhabitant
Tamil Nadu,Ramanathapuram,583,Kamuthi,5858,Abiramam,,642012,623601,Unmapped,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Mayiladuthurai,5796,Abiseka Kattalai,அபிஷக கட்டளை,933791,609001,Urban,Inhabitant
Tamil Nadu,Tirunelveli,592,Tirunelveli,5876,Abishekapatti,,642866,627012,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Kudavasal,5804,Abivirutheeswaram,,637999,613705,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Ponneri,5694,Abrahampuram,,628689,601203,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Thiruvallur,5698,Abrahampuram,,628984,602023,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Ramanathapuram,5860,Achadipirambu,,642131,623504,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kattumannarkoil,5792,Achalpuram,,637044,608304,Rural,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Sirkali,5795,Achalpuram,,637362,609101,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Harur,5886,Achalvadi,,643441,635305,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Bargur,6613,Achamangalam,,643938,635108,Rural,Inhabitant
Tamil Nadu,Tirupathur,732,Tirupathur,5720,Achamangalam,,631093,635651,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vandavasi,5723,Achamangalam,,631618,604501,Rural,Inhabitant
Tamil Nadu,Karur,576,Manmangalam,5985,Achamapuram,,635559,639006,Rural,Inhabitant
Tamil Nadu,Tirunelveli,592,Radhapuram,5880,Achampadu,,643053,627117,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Budalur,5966,Achampatti,,638840,613402,Rural,Inhabitant
Tamil Nadu,Tirunelveli,592,Manur,6647,Achampatti,,642716,627951,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Kariapatti,5851,Achampatti,அச்சம்பட்டி,932496,626106,Urban,Inhabitant
Tamil Nadu,Madurai,578,Madurai West,5961,Achampattu,,641016,625019,Rural,Inhabitant
Tamil Nadu,Madurai,578,Kalligudi,6615,Achangulam,,640981,625701,Rural,Inhabitant
Tamil Nadu,Thoothukkudi,594,Kayathar,6628,Achangulam,,642205,628718,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Kariapatti,5851,Achangulam,,641403,626106,Rural,Inhabitant
Tamil Nadu,Salem,584,Salem,5740,Achanguttaipatti,,633972,636122,Rural,Inhabitant
Tamil Nadu,Salem,584,Salem,5740,Achanguttapattipudur,,633970,636122,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Veerakeralamputhur,5872,Achankuttam,,642737,627861,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Kadayanallur,6639,Achanpudur,,933559,627803,Urban,Inhabitant
Tamil Nadu,Thanjavur,586,Thiruvaiyaru,5813,Achanur,,638698,613203,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Vanur,5730,Acharampattu,,632807,605111,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Tirukalukundram,5709,Acharavakkam,,629895,603109,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Tiruporur,5958,Acharavakkam,,629494,603108,Rural,Inhabitant
Tamil Nadu,Madurai,578,Vadipatti,5837,Achchampatti,,640763,625501,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Srivilliputhur,5848,Achchandavilthan,,641255,626141,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Kamuthi,5858,Achchangulam,,642005,623601,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Tiruchuli,5852,Achchangulam,,641562,626607,Rural,Inhabitant
Tamil Nadu,Virudhunagar,597,Vembakottai,6640,Achchangulam,,641305,626136,Rural,Inhabitant
Tamil Nadu,Ramanathapuram,583,Ramanathapuram,5860,Achchundanvayal,,642125,623502,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Hosur,5890,Achettipalli,,643816,635110,Rural,Inhabitant
Tamil Nadu,Karur,576,Karur,5769,Achimangalam,ஆச்சிமங்கலம்,931869,639001,Urban,Inhabitant
Tamil Nadu,Coimbatore,569,Pollachi,5899,Achipatti (Ct),,644592,642002,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Maduranthakam,5710,Achirupakkam,அச்சிறுப்பாக்கம்,932639,603301,Urban,Inhabitant
Tamil Nadu,Krishnagiri,577,Denkanikottai,5892,Achubalu,,644064,635118,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Nannilam,5805,Achudamangalam,,638064,610105,Rural,Inhabitant
Tamil Nadu,Kancheepuram,574,Kancheepuram,5707,Achukattu,அச்சுக்கட்டு,932961,631502,Both,Inhabitant
Tamil Nadu,Thoothukkudi,594,Ottapidaram,5865,Ackanaickenpatti,,642437,628303,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Dharmapuri,5888,Adagapadi,,643578,636803,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Tenkasi,5873,Adaichchani,,642960,627413,Rural,Inhabitant
Tamil Nadu,Kanniyakumari,575,Killiyoor,6673,Adaikkakuzhi,அடைக்காகுழி,932397,629153,Rural,Inhabitant
Tamil Nadu,Kanniyakumari,575,Killiyoor,6673,Adaikkakuzhi (Ct),,643109,629153,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Peravurani,5817,Adaikkathevan,,639202,614612,Rural,Inhabitant
Tamil Nadu,Tirunelveli,592,Ambasamudram,5878,Adaiya Karungulam,,642966,627425,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Arani,5721,Adaiyapulam,,631176,632317,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,Adaiyur,,633624,607201,Rural,Inhabitant
Tamil Nadu,Salem,584,Edappadi,5738,Adaiyur,,633895,636501,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Tiruvannamalai,5727,Adaiyur,,632129,606604,Urban,Inhabitant
Tamil Nadu,Namakkal,580,Kolli Hills,6625,Adakkampudukombai,,634567,637415,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Kolli Hills,6625,Adakkampudukombai R.F.,,634583,637415,Rural,Inhabitant
Tamil Nadu,Madurai,578,Madurai North,5836,Adalai,,640631,625018,Rural,Inhabitant
Tamil Nadu,Pudukkottai,582,Aranthangi,5826,Adalaikalabhairavapuram,,639781,614616,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Nagapattinam,5799,Adalaiyur,,637642,609701,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Dindigulwest,5979,Adalur,,635366,624212,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Pattukkottai,5816,Adambai North,,638995,614602,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Pattukkottai,5816,Adambai South,,638996,614602,Rural,Inhabitant
Tamil Nadu,Chennai,568,Alandur,5704,Adambakkam,,933821,600088,Urban,Inhabitant
Tamil Nadu,Thiruvallur,589,Ponneri,5694,Adambakkam,,628727,601203,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Nannilam,5805,Adambar - I,,638059,609503,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Nannilam,5805,Adambar - II,,638058,610105,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Kudavasal,5804,Adambar Ukkadai,,637942,612604,Rural,Inhabitant
Tamil Nadu,Pudukkottai,582,Pudukkottai,5821,Adanakottai,,639420,622203,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Orathanadu,5815,Adanakottai,,638911,614902,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Vanur,5730,Adanappattu,,632756,604102,Rural,Inhabitant
Tamil Nadu,Tirunelveli,592,Radhapuram,5880,Adangarkulam,,643084,627114,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Budalur,5966,Adanjur,,638752,613104,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Ulundurpettai,5735,Adanur,,633632,606102,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Vanapuram,7405,Adanur,,633245,605702,Rural,Inhabitant
Tamil Nadu,Madurai,578,Peraiyur,5839,Adanur,,640889,625708,Rural,Inhabitant
Tamil Nadu,Madurai,578,Vadipatti,5837,Adanur,,640755,625503,Rural,Inhabitant
Tamil Nadu,Thoothukkudi,594,Ottapidaram,5865,Adanur,,642395,628712,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Thuraiyur,5775,Adanur,,635807,621014,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Arani,5721,Adanur,,631187,632317,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Vikravandi,5978,Adanur,,632880,605402,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Bhuvanagiri,6645,Adanur (Bhuvanagiri),,636773,608601,Rural,Inhabitant
Tamil Nadu,Sivaganga,585,Kalaiyarkoil,6644,Adappadakki,,640322,630562,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Veppur,5953,Adari,,637235,606109,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Marakanam,6650,Adasal,,632650,604301,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Marakanam,6650,Adavallikuttam,,632651,604301,Rural,Inhabitant
Tamil Nadu,Kancheepuram,574,Uthiramerur,5708,Adavapakkam,,629756,631603,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Srirangam,5778,Adavathur (East),,635991,620102,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Srirangam,5778,Adavathur (West),,635990,620102,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Tirukalukundram,5709,Adavilagam,,629884,603405,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Poonamallee,5699,Adayalampattu (Og),,629177,600095,Rural,Inhabitant
Tamil Nadu,Chennai,568,Guindy,7169,Adayar,அடையாறு,945679,600020,Urban,Inhabitant
Tamil Nadu,Chennai,568,Guindy,7169,Adayar (Part1),அடையாறு பகுதி 1,945808,600020,Urban,Inhabitant
Tamil Nadu,Krishnagiri,577,Shoolagiri,6641,Addakurukki,,643795,635109,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Tittakudi,5794,Adhamangalam,,637325,606111,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Thirukkuvalai,5801,Adhamangalam,,637763,610207,Rural,Inhabitant
Tamil Nadu,Ariyalur,610,Sendurai,5785,Adhanakurichi,,636309,621719,Rural,Inhabitant
Tamil Nadu,Kancheepuram,574,Kundrathur,7057,Adhanur,,629315,603202,Rural,Inhabitant
Tamil Nadu,Karur,576,Kadavur,5772,Adhanur,,635657,621311,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Vedaranyam,5802,Adhanur,,637842,614707,Rural,Inhabitant
Tamil Nadu,Pudukkottai,582,Thirumayam,5822,Adhanur,,639506,622503,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Papanasam,5812,Adhanur,,638582,612301,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Needamangalam,5807,Adhanur,,638139,614403,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kattumannarkoil,5792,Adhanur (Mannargudi),,637049,608304,Rural,Inhabitant
Tamil Nadu,Perambalur,581,Alathur,5951,Adhanur (North),,636268,621708,Rural,Inhabitant
Tamil Nadu,Perambalur,581,Alathur,5951,Adhanur (South),,636267,621708,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Tittakudi,5794,Adharnatham,,637310,606108,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Valangaiman,5803,Adhichamangalam,,637860,612804,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,Adhichanur,,633065,605758,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Uthukkottai,5695,Adhilivakkam,,628825,602026,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Tiruvannamalai,5727,Adiannamalai,,632133,606604,Urban,Inhabitant
Tamil Nadu,Ariyalur,610,Udayarpalayam,5786,Adichanur Rf,,636444,621804,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Mannargudi,5808,Adichapuram,,638245,614717,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Pappireddipatti,5887,Adigarapatty,,643533,636905,Rural,Inhabitant
Tamil Nadu,The Nilgiris,587,Coonoor,5758,Adigaratty1,,931891,643003,Urban,Inhabitant
Tamil Nadu,The Nilgiris,587,Coonoor,5758,Adigaratty2,,931894,643003,Urban,Inhabitant
Tamil Nadu,Sivaganga,585,Thiruppuvanam,5965,Adikarai,,640352,625020,Rural,Inhabitant
Tamil Nadu,Salem,584,Salem,5740,Adikarapatti,,633982,636203,Rural,Inhabitant
Tamil Nadu,Madurai,578,Peraiyur,5839,Adikaripatti,,640858,625527,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Lalgudi,5777,Adikudi,,635938,621702,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Karimangalam,6622,Adilam,,643254,635205,Rural,Inhabitant
Tamil Nadu,Salem,584,Salem,5740,Adimalaipatti,,634046,636204,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Adinarayanapuram East,ஆதிநாராயணபுரம் கிழக்கு,636717,607301,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Adinarayanapuram West,ஆதிநாராயனபுரம் மேற்கு,932395,607301,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Kudavasal,5804,Adippuliyur,,637949,612604,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Thiruvarur,5806,Adipuducheri,,638106,611101,Rural,Inhabitant
Tamil Nadu,Thanjavur,586,Pattukkottai,5816,Adirampattinam,,639099,614701,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Thiruthuraipoondi,5809,Adirangam,,638358,614716,Rural,Inhabitant
Tamil Nadu,Pudukkottai,582,Karambakudi,5825,Adiranviduthy,,639689,622301,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Srimushnam,6646,Adivaraganallur,,636940,608703,Rural,Inhabitant
Tamil Nadu,Thiruvarur,590,Thiruvarur,5806,Adiyakkamangalam,,638108,611101,Rural,Inhabitant
Tamil Nadu,Dharmapuri,571,Nallampalli,6623,Adiyamankottai,,643595,636807,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vandavasi,5723,Adiyankuppam,,631564,604403,Rural,Inhabitant
Tamil Nadu,Salem,584,Pethanaickanpalayam,6618,Adiyanur,,634242,636138,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vandavasi,5723,Adiyanur,,631563,604403,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Dindiguleast,5980,Adiyanuthu East,அடியனூத்து கிழக்கு,961231,,Unmapped,Inhabitant
Tamil Nadu,Dindigul,572,Dindiguleast,5980,Adiyanuthu West,அடியனூத்து மேற்கு,635413,624002,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Veppur,5953,Adiyur,,637068,606305,Rural,Inhabitant
Tamil Nadu,Tirupathur,732,Tirupathur,5720,Adiyur,,631110,635602,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,Adoor Kolapakkam,,633091,605756,Rural,Inhabitant
Tamil Nadu,Pudukkottai,582,Thirumayam,5822,Adugapatti,,639497,622507,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Kodaikanal,5766,Adukkam,,635445,624101,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,Adukkam,,633072,605701,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,Adukkam R.F.,,632507,605701,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Kandachipuram,6651,Adukkam Rf,,633225,605701,Rural,Inhabitant
Tamil Nadu,Vellore,595,Vellore,5717,Adukkamparai,,630829,632011,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Aduragaram,,636735,607302,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Adurkuppam,,636722,607302,Rural,Inhabitant
Tamil Nadu,Perambalur,581,Kunnam,5976,Aduthurai,,636220,621108,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Hosur,5890,Advanapalli,,643748,635109,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Denkanikottai,5892,Agalakotta,,644071,635118,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Nagapattinam,5799,Agalangam,,637705,609607,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Gingee,5728,Agalur,,632361,604203,Rural,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Sirkali,5795,Agani,,637400,609111,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Bhuvanagiri,6645,Agara Alambadi,,636772,608702,Rural,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Tharangambadi,5798,Agaradhanur,,637596,609302,Rural,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Sirkali,5795,Agaraelathur,,637398,609116,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Kilvelur,5800,Agarakadambanur,,637716,611104,Rural,Inhabitant
Tamil Nadu,Mayiladuthurai,735,Mayiladuthurai,5796,Agarakkirangudi,,637498,609401,Rural,Inhabitant
Tamil Nadu,Nagapattinam,579,Nagapattinam,5799,Agarakondagai,,637649,609703,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vandavasi,5723,Agarakorakottai,,631615,604406,Rural,Inhabitant
Tamil Nadu,Kallakurichi,729,Sankarapuram,5733,Agarakottalam,,633385,606213,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Cheyyur,5711,Agaram,,630256,603401,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Tiruporur,5958,Agaram,,629514,603108,Rural,Inhabitant
Tamil Nadu,Chengalpattu,730,Tiruporur,5958,Agaram,,629438,603108,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Bhuvanagiri,6645,Agaram,அகரம்,933701,608502,Urban,Inhabitant
Tamil Nadu,Cuddalore,570,Kurinjipadi,5790,Agaram,,636705,607301,Rural,Inhabitant
Tamil Nadu,Cuddalore,570,Virudhachalam,5793,Agaram,,637095,606104,Rural,Inhabitant
Tamil Nadu,Dindigul,572,Dindigulwest,5979,Agaram,,932627,624709,Urban,Inhabitant
Tamil Nadu,Kancheepuram,574,Walajabad,6626,Agaram,,629646,631605,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Krishnagiri,5891,Agaram,,643952,635122,Rural,Inhabitant
Tamil Nadu,Namakkal,580,Tiruchengode,5745,Agaram,,634415,637202,Rural,Inhabitant
Tamil Nadu,Perambalur,581,Veppanthattai,5974,Agaram,,636159,621102,Rural,Inhabitant
Tamil Nadu,Ranipet,731,Kalavai,7059,Agaram,,630749,632506,Rural,Inhabitant
Tamil Nadu,Tenkasi,733,Veerakeralamputhur,5872,Agaram,,642743,627854,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Ponneri,5694,Agaram,,628641,601201,Rural,Inhabitant
Tamil Nadu,Thiruvallur,589,Thiruvallur,5698,Agaram,,629011,602108,Rural,Inhabitant
Tamil Nadu,Thoothukkudi,594,Eral,6633,Agaram,,642518,628152,Rural,Inhabitant
Tamil Nadu,Tiruchirappalli,591,Thiruverumbur,5780,Agaram,அகரம்,933071,620013,Urban,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Arani,5721,Agaram,,631201,632316,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Kilpennathur,6630,Agaram,,632218,606754,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Vandavasi,5723,Agaram,,631506,604405,Rural,Inhabitant
Tamil Nadu,Vellore,595,Anaicut,5964,Agaram,,630974,635804,Rural,Inhabitant
Tamil Nadu,Tiruvannamalai,593,Chengam,5725,Agaram (Se),,631956,606704,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Vanur,5730,Agaram (Then),,632775,604102,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Marakanam,6650,Agaram (Vada),,632591,604303,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Tindivanam,5729,Agaram (Vada) R.F.,,632734,604303,Rural,Inhabitant
Tamil Nadu,Krishnagiri,577,Shoolagiri,6641,Agaram Agraharam,,643834,635119,Rural,Inhabitant
Tamil Nadu,Viluppuram,596,Viluppuram,5731,Agaram Chittamur,,632901,605301,Rural,Inhabitant
