State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Telangana,Jangoan,689,Bachannapet,4674,Alimpur,అలింపూర్,transliterated,577658,506221,,
Telangana,Yadadri Bhuvanagiri,697,B Pochampally,4630,Alinagar,అలినగర్,transliterated,576803,508284,,
Telangana,Siddipet,692,Jagdevpur,4484,Alirajapet,అలిరజపెత్,transliterated,573658,502281,,
Telangana,Jangoan,689,Zaffergadh,4696,Aliyabad,అలియబద్,transliterated,578182,506316,,
Telangana,Ranga Reddy,518,Gandipet,6320,Alizapur (Og),అలిజపూర్ (ఒగ్),transliterated,574245,500089,,
Telangana,Medak,513,Alladurg,4470,Alladurg,అల్లదుర్గ్,transliterated,573220,502269,,
Telangana,Nagarkurnool,694,Thimmajipet,4575,Allampalle,అల్లంపల్లె,transliterated,575573,509302,,
Telangana,Bhadradri Kothagudem,690,Pinapaka,4725,Allampalli,అల్లంపల్లి,transliterated,578833,507117,,
Telangana,Nirmal,680,Kaddam Peddur,4335,Allampally,అల్లంపల్లి,transliterated,570036,504205,,
Telangana,Mulugu,720,Eturunagaram,4685,Allamvari Ghanapuram,అల్లంవరి ఘనపురం,transliterated,577890,506165,,
Telangana,Khammam,509,Bonakal,4765,Allapadu,అల్లపదు,transliterated,579845,507204,,
Telangana,Bhadradri Kothagudem,690,Allapalli,6267,Allapalli,అల్లపల్లి,transliterated,579411,507124,,
Telangana,Kamareddy,685,Pitlam,4384,Allapur,అల్లపూర్,transliterated,571397,503310,,
Telangana,Sangareddy,691,Narayankhed,4452,Allapur,అల్లపూర్,transliterated,572791,502286,,
Telangana,Sangareddy,691,Raikode,4472,Allapur,అల్లపూర్,transliterated,573278,502257,,
Telangana,Sangareddy,691,Munipally,4477,Allapur,అల్లపూర్,transliterated,573448,502345,,
Telangana,Medak,513,Toopran,4482,Allapur,అల్లపూర్,transliterated,573601,502334,,
Telangana,Vikarabad,698,Marpalle,4512,Allapur,అల్లపూర్,transliterated,573982,501202,,
Telangana,Vikarabad,698,Dharur,4531,Allapur,అల్లపూర్,transliterated,574351,501121,,
Telangana,Vikarabad,698,Kulkacharla,4539,Allapur,అల్లపూర్,transliterated,574603,501502,,
Telangana,Nagarkurnool,694,Tadoor,4582,Allapur,అల్లపూర్,transliterated,575719,509209,,
Telangana,Medchal Malkajgiri,700,Kukatpally,6327,Allapur,అల్లపూర్,transliterated,931509,500085,,
Telangana,Vikarabad,698,Basheerabad,4535,Allapur (Basheerabad),అల్లపూర్ (బశీరబద్),transliterated,574484,501143,,
Telangana,Vikarabad,698,Tandur,4534,Allapur .S.,అల్లపూర్ .స్.,transliterated,574457,501141,,
Telangana,Ranga Reddy,518,Chevella,4529,Allawada,అల్లవాడ,transliterated,574307,501503,,
