State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Karnataka,Kolar,542,Srinivaspur,5590,Chikkathimmanahalli,ಚಿಕ್ಕಥಿಂಮನಹಳ್ಳಿ,transliterated,621576,563135,Rural,Inhabitant
Karnataka,Tumakuru,548,Madhugiri,5535,Chikkathimmanahalli,ಚಿಕ್ಕಥಿಂಮನಹಳ್ಳಿ,transliterated,610967,572175,Rural,Inhabitant
Karnataka,Tumakuru,548,Sira,5533,Chikkathimmanahalli,ಚಿಕ್ಕಥಿಂಮನಹಳ್ಳಿ,transliterated,610480,572125,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Anekal,5545,Chikkathimmasandra,ಚಿಕ್ಕಥಿಂಮಸಂದ್ರ,transliterated,613205,560099,Rural,Inhabitant
Karnataka,Kolar,542,Malur,5592,Chikkathirupathy,ಚಿಕ್ಕಥಿರುಪಥ್ಯ್,transliterated,622254,563130,Rural,Inhabitant
Karnataka,Kodagu,541,Somvarpet,5567,Chikkatholuru,ಚಿಕ್ಕಥೊಲುರು,transliterated,939037,571236,Rural,Un-Inhabitant
Karnataka,Bengaluru South,631,Magadi,5605,Chikkathorepalya,ಚಿಕ್ಕಥೊರೆಪಲ್ಯ,transliterated,625979,562120,Rural,Inhabitant
Karnataka,Tumakuru,548,Tumakuru,5537,Chikkathotlakere,ಚಿಕ್ಕಥೊತ್ಲಕೆರೆ,transliterated,611346,572128,Rural,Inhabitant
Karnataka,Chamarajanagar,531,Gundlupet,5576,Chikkathuppur,ಚಿಕ್ಕಥುಪ್ಪುರ,transliterated,619505,571111,Rural,Inhabitant
Karnataka,Chikkamagaluru,532,Tarikere,5528,Chikkathur,ಚಿಕ್ಕಥುರ್,transliterated,609149,577228,Rural,Inhabitant
Karnataka,Kodagu,541,Kushalnagar,7124,Chikkathur,ಚಿಕ್ಕಥುರ್,transliterated,923997,571232,Rural,Inhabitant
Karnataka,Chamarajanagar,531,Gundlupet,5576,Chikkati,ಚಿಕ್ಕತಿ,transliterated,619448,571109,Rural,Inhabitant
Karnataka,Davanagere,535,Davanagere,5512,Chikkatogaleri,ಚಿಕ್ಕತೊಗಲೆರಿ,transliterated,606657,577514,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Bengaluru South,5543,Chikkatoguru,ಚಿಕ್ಕತೊಗುರು,transliterated,938419,560100,Urban,Inhabitant
Karnataka,Tumakuru,548,Turuvekere,5540,Chikkaturuvekere,ಚಿಕ್ಕತುರುವೆಕೆರೆ,transliterated,612236,572227,Rural,Inhabitant
Karnataka,Raichur,546,Maski,7101,Chikkaudbal,ಚಿಕ್ಕೌದ್ಬಲ್,transliterated,600918,584120,Rural,Inhabitant
Karnataka,Chitradurga,533,Challakere,5504,Chikkaullarti,ಚಿಕ್ಕೌಲ್ಲರ್ತಿ,transliterated,605306,577537,Rural,Inhabitant
Karnataka,Mandya,544,Mandya,5550,Chikkauparakanahalli,ಚಿಕ್ಕೌಪರಕನಹಳ್ಳಿ,transliterated,614338,571416,Rural,Inhabitant
Karnataka,Davanagere,535,Jagalur,5511,Chikkaurlakatte,ಚಿಕ್ಕೌರ್ಲಕತ್ತೆ,transliterated,606425,577513,Rural,Inhabitant
Karnataka,Bengaluru Rural,526,Doddaballapura,5602,Chikkavadagere,ಚಿಕ್ಕವದಗೆರೆ,transliterated,625228,,Rural,Inhabitant
Karnataka,Mysuru,545,Piriyapatna,5569,Chikkavaddarakere,ಚಿಕ್ಕವದ್ದರಕೆರೆ,transliterated,618231,571107,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Anekal,5545,Chikkavaderapura,ಚಿಕ್ಕವದೆರಪುರ,transliterated,613209,560008,Rural,Inhabitant
Karnataka,Kolar,542,Bangarapet,5593,Chikkavalagamadi,ಚಿಕ್ಕವಲಗಮದಿ,transliterated,622524,563114,Rural,Inhabitant
Karnataka,Shivamogga,547,Sorab,5516,Chikkavali,ಚಿಕ್ಕವಲಿ,transliterated,607574,577433,Rural,Inhabitant
Karnataka,Kolar,542,Kolar,5591,Chikkavallabi,ಚಿಕ್ಕವಲ್ಲಬಿ,transliterated,621814,563133,Urban,Inhabitant
Karnataka,Mysuru,545,Krishnarajanagara,5571,Chikkavoddaragudi,ಚಿಕ್ಕವೊದ್ದರಗುದಿ,transliterated,618582,571601,Rural,Inhabitant
Karnataka,Davanagere,535,Davanagere,5512,Chikkavvanagathihalli,ಚಿಕ್ಕವ್ವನಗಥಿಹಳ್ಳಿ,transliterated,606603,577512,Rural,Inhabitant
Karnataka,Gadag,537,Mundargi,5472,Chikkawaddatti,ಚಿಕ್ಕವದ್ದತ್ತಿ,transliterated,602161,582118,Rural,Inhabitant
Karnataka,Haveri,540,Rattihalli,7106,Chikkayadachi,ಚಿಕ್ಕಯದಚಿ,transliterated,604430,581116,Rural,Inhabitant
Karnataka,Tumakuru,548,Gubbi,5538,Chikkayadiyur,ಚಿಕ್ಕಯದಿಯುರ್,transliterated,611944,572213,Rural,Inhabitant
Karnataka,Chitradurga,533,Hosdurga,5507,Chikkayagati,ಚಿಕ್ಕಯಗತಿ,transliterated,605838,577554,Rural,Inhabitant
Karnataka,Mandya,544,Nagamangala,5547,Chikkayagati,ಚಿಕ್ಕಯಗತಿ,transliterated,613997,571432,Both,Inhabitant
Karnataka,Tumakuru,548,Madhugiri,5535,Chikkayalkur,ಚಿಕ್ಕಯಲ್ಕುರ್,transliterated,610897,572124,Rural,Inhabitant
Karnataka,Tumakuru,548,Chiknayakanhalli,5532,Chikkayannegere,ಚಿಕ್ಕಯಂನೆಗೆರೆ,transliterated,610040,572119,Rural,Inhabitant
Karnataka,Mandya,544,Pandavapura,5548,Chikkayarahalli,ಚಿಕ್ಕಯರಹಳ್ಳಿ,transliterated,614148,571605,Rural,Inhabitant
Karnataka,Mandya,544,Malavalli,5552,Chikkayelachagere,ಚಿಕ್ಕಯೆಲಚಗೆರೆ,transliterated,614780,571421,Rural,Inhabitant
Karnataka,Chitradurga,533,Holalkere,5506,Chikkayemmiganur,ಚಿಕ್ಕಯೆಂಮಿಗನುರ್,transliterated,605667,577523,Rural,Inhabitant
Karnataka,Chitradurga,533,Holalkere,5506,Chikkayemmiganur Kaval,ಚಿಕ್ಕಯೆಂಮಿಗನುರ್ ಕವಲ್,transliterated,605660,577523,Rural,Inhabitant
Karnataka,Hassan,539,Hole Narsipur,5559,Chikkchagahalli,ಚಿಕ್ಕ್ಚಗಹಳ್ಳಿ,transliterated,616914,573211,Rural,Inhabitant
Karnataka,Mandya,544,Malavalli,5552,Chikkebbagilu,ಚಿಕ್ಕೆಬ್ಬಗಿಲು,transliterated,614833,571463,Rural,Inhabitant
Karnataka,Tumakuru,548,Koratagere,5536,Chikkegowdanahalli,ಚಿಕ್ಕೆಗೊವ್ದನಹಳ್ಳಿ,transliterated,611084,572129,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Bengaluru South,5543,Chikkellur,ಚಿಕ್ಕೆಲ್ಲುರ್,transliterated,613006,560074,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Bengaluru South,5543,Chikkellur Ramapura,ಚಿಕ್ಕೆಲ್ಲುರ್ ರಮಪುರ,transliterated,613008,560074,Rural,Inhabitant
Karnataka,Bengaluru Urban,525,Bengaluru South,5543,Chikkellur Venkatapura,ಚಿಕ್ಕೆಲ್ಲುರ್ ವೆಂಕತಪುರ,transliterated,613007,560074,Rural,Inhabitant
Karnataka,Bengaluru Rural,526,Devanahalli,5603,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,625328,,Rural,Inhabitant
Karnataka,Bengaluru South,631,Channapatna,5607,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,626236,562108,Rural,Inhabitant
Karnataka,Bengaluru South,631,Magadi,5605,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,625872,562159,Rural,Inhabitant
Karnataka,Chitradurga,533,Challakere,5504,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,605361,577522,Rural,Inhabitant
Karnataka,Chitradurga,533,Chitradurga,5505,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,605574,577541,Rural,Inhabitant
Karnataka,Chitradurga,533,Chitradurga,5505,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,605478,577541,Rural,Inhabitant
Karnataka,Tumakuru,548,Chiknayakanhalli,5532,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,610203,572228,Rural,Inhabitant
Karnataka,Tumakuru,548,Tumakuru,5537,Chikkenahalli,ಚಿಕ್ಕೆನಹಳ್ಳಿ,transliterated,611328,572107,Rural,Inhabitant
Karnataka,Chitradurga,533,Molakalmuru,5503,Chikkerahalli,ಚಿಕ್ಕೆರಹಳ್ಳಿ,transliterated,605186,577535,Rural,Inhabitant
Karnataka,Davanagere,535,Honnali,5513,Chikkerahalli,ಚಿಕ್ಕೆರಹಳ್ಳಿ,transliterated,606772,577217,Rural,Inhabitant
Karnataka,Mysuru,545,Heggadadevankote,5573,Chikkereyur,ಚಿಕ್ಕೆರೆಯುರ್,transliterated,618937,571125,Rural,Inhabitant
Karnataka,Haveri,540,Hangal,5491,Chikkeri,ಚಿಕ್ಕೆರಿ,transliterated,604104,581104,Rural,Inhabitant
Karnataka,Haveri,540,Hirekerur,5494,Chikkerur,ಚಿಕ್ಕೆರುರ್,transliterated,604373,581111,Rural,Inhabitant
Karnataka,Davanagere,535,Nyamathi,7076,Chikkethinahalli,ಚಿಕ್ಕೆಥಿನಹಳ್ಳಿ,transliterated,606740,577223,Rural,Un-Inhabitant
Karnataka,Kolar,542,Srinivaspur,5590,Chikkevaripalli,ಚಿಕ್ಕೆವರಿಪಲ್ಲಿ,transliterated,621401,563134,Rural,Inhabitant
Karnataka,Bagalkote,524,Bagalkot,5447,Chikkgulabal,ಚಿಕ್ಕ್ಗುಲಬಲ್,transliterated,598813,587207,Rural,Inhabitant
Karnataka,Chamarajanagar,531,Kollegal,5579,Chikkilur,ಚಿಕ್ಕಿಲುರ್,transliterated,619818,571440,Rural,Un-Inhabitant
Karnataka,Chamarajanagar,531,Kollegal,5579,Chikkinduvadi,ಚಿಕ್ಕಿಂದುವದಿ,transliterated,619820,571442,Rural,Inhabitant
Karnataka,Raichur,546,Maski,7101,Chikkkadbur,ಚಿಕ್ಕ್ಕದ್ಬುರ್,transliterated,601096,584138,Rural,Inhabitant
Karnataka,Gadag,537,Ron,5469,Chikkmannur,ಚಿಕ್ಕ್ಮಂನುರ್,transliterated,601947,582209,Rural,Inhabitant
Karnataka,Bengaluru South,631,Kanakapura,5608,Chikkmukodlu,ಚಿಕ್ಕ್ಮುಕೊದ್ಲು,transliterated,626629,562119,Rural,Inhabitant
Karnataka,Belagavi,527,Bailahongala,5440,Chikkmulakur,ಚಿಕ್ಕ್ಮುಲಕುರ್,transliterated,598128,591102,Rural,Inhabitant
Karnataka,Bagalkote,524,Bagalkot,5447,Chikkmuramatti,ಚಿಕ್ಕ್ಮುರಮತ್ತಿ,transliterated,598808,587207,Rural,Inhabitant
Karnataka,Hassan,539,Hole Narsipur,5559,Chikknahalli,ಚಿಕ್ಕ್ನಹಳ್ಳಿ,transliterated,616810,573211,Rural,Inhabitant
Karnataka,Bengaluru Rural,526,Devanahalli,5603,Chikkobanahalli,ಚಿಕ್ಕೊಬನಹಳ್ಳಿ,transliterated,625272,,Rural,Inhabitant
Karnataka,Chitradurga,533,Molakalmuru,5503,Chikkobanahalli,ಚಿಕ್ಕೊಬನಹಳ್ಳಿ,transliterated,605216,577535,Rural,Inhabitant
Karnataka,Hassan,539,Belur,5554,Chikkodu,ಚಿಕ್ಕೊದು,transliterated,615408,573115,Rural,Inhabitant
Karnataka,Vijayapura,530,Sindgi,5451,Chikkokatanur,ಚಿಕ್ಕಕೊಕಟನೂರ,LGD,948550,586128,Rural,Inhabitant
Karnataka,Chikkamagaluru,532,Chikkamagaluru,5530,Chikkolale,ಚಿಕ್ಕೊಲಲೆ,transliterated,609730,577101,Rural,Inhabitant
Karnataka,Hassan,539,Belur,5554,Chikkole,ಚಿಕ್ಕೊಲೆ,transliterated,615242,573215,Rural,Inhabitant
Karnataka,Uttara Kannada,550,Kumta,5485,Chikkoli,ಚಿಕ್ಕೊಲಿ,transliterated,938839,581343,Urban,Inhabitant
Karnataka,Hassan,539,Channarayapatna,5560,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,617174,573124,Rural,Inhabitant
Karnataka,Hassan,539,Channarayapatna,5560,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,617295,573131,Rural,Inhabitant
Karnataka,Mandya,544,Krishnarajpet,5546,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,613544,571426,Rural,Inhabitant
Karnataka,Mandya,544,Maddur,5551,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,614513,571425,Rural,Inhabitant
Karnataka,Mandya,544,Nagamangala,5547,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,613873,571802,Both,Inhabitant
Karnataka,Tumakuru,548,Gubbi,5538,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,611836,572216,Rural,Inhabitant
Karnataka,Tumakuru,548,Kunigal,5541,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,612706,572123,Rural,Inhabitant
Karnataka,Tumakuru,548,Turuvekere,5540,Chikkonahalli,ಚಿಕ್ಕೊನಹಳ್ಳಿ,transliterated,612370,572227,Rural,Inhabitant
Karnataka,Mandya,544,Nagamangala,5547,Chikkonahallipura,ಚಿಕ್ಕೊನಹಲ್ಲಿಪುರ,transliterated,613770,571802,Both,Inhabitant
Karnataka,Haveri,540,Hirekerur,5494,Chikkonati,ಚಿಕ್ಕೊನತಿ,transliterated,604360,581109,Rural,Inhabitant
Karnataka,Bengaluru Rural,526,Hosakote,5604,Chikkondahalli,ಚಿಕ್ಕೊಂದಹಳ್ಳಿ,transliterated,625540,,Rural,Inhabitant
Karnataka,Hassan,539,Channarayapatna,5560,Chikkondanahalli,ಚಿಕ್ಕೊಂದನಹಳ್ಳಿ,transliterated,617205,573116,Rural,Inhabitant
Karnataka,Hassan,539,Arsikere,5555,Chikkondihalli,ಚಿಕ್ಕೊಂದಿಹಳ್ಳಿ,transliterated,615622,573144,Rural,Inhabitant
Karnataka,Gadag,537,Gadag,5470,Chikkoppa,ಚಿಕ್ಕೊಪ್ಪ,transliterated,602001,582102,Rural,Inhabitant
Karnataka,Belagavi,527,Savadatti,5441,Chikkoppa K.M.,ಚಿಕ್ಕೊಪ್ಪ ಕ್.ಮ್.,transliterated,598212,591119,Rural,Inhabitant
Karnataka,Belagavi,527,Ramdurg,5442,Chikkoppa K.S.,ಚಿಕ್ಕೊಪ್ಪ ಕ್.ಸ್.,transliterated,598297,591127,Rural,Inhabitant
Karnataka,Belagavi,527,Ramdurg,5442,Chikkoppa S.K.,ಚಿಕ್ಕೊಪ್ಪ ಸ್.ಕ್.,transliterated,598400,591114,Rural,Inhabitant
Karnataka,Shivamogga,547,Shikarpur,5517,Chikkoralahalli,ಚಿಕ್ಕೊರಲಹಳ್ಳಿ,transliterated,607844,577214,Rural,Inhabitant
Karnataka,Raichur,546,Manvi,5462,Chikkotankal,ಚಿಕ್ಕೊತಂಕಲ್,transliterated,601032,584143,Rural,Inhabitant
Karnataka,Hassan,539,Alur,5557,Chikkote,ಚಿಕ್ಕೊತೆ,transliterated,616309,573218,Rural,Inhabitant
Karnataka,Uttara Kannada,550,Yellapur,5481,Chikkotti,ಚಿಕ್ಕೊತ್ತಿ,transliterated,602956,581347,Rural,Inhabitant
Karnataka,Haveri,540,Hangal,5491,Chikkounshi Hosur,ಚಿಕ್ಕೌಂಶಿ ಹೊಸುರ್,transliterated,604130,581104,Rural,Inhabitant
Karnataka,Tumakuru,548,Koratagere,5536,Chikkovalli,ಚಿಕ್ಕೊವಲ್ಲಿ,transliterated,611122,572121,Rural,Inhabitant
Karnataka,Belagavi,527,Athni,5434,Chikkud,ಚಿಕ್ಕುದ್,transliterated,597308,591220,Rural,Inhabitant
Karnataka,Davanagere,535,Channagiri,5514,Chikkuda,ಚಿಕ್ಕುದ,transliterated,606983,577552,Rural,Inhabitant
Karnataka,Shivamogga,547,Shivamogga,5520,Chikkudli,ಚಿಕ್ಕುದ್ಲಿ,transliterated,608454,577227,Rural,Inhabitant
Karnataka,Davanagere,535,Channagiri,5514,Chikkulikere,ಚಿಕ್ಕುಲಿಕೆರೆ,transliterated,607049,577213,Rural,Inhabitant
Karnataka,Belagavi,527,Savadatti,5441,Chikkulligeri,ಚಿಕ್ಕುಲ್ಲಿಗೆರಿ,transliterated,598243,591126,Rural,Inhabitant
Karnataka,Uttara Kannada,550,Yellapur,5481,Chikkumane,ಚಿಕ್ಕುಮನೆ,transliterated,602924,581337,Rural,Inhabitant
Karnataka,Belagavi,527,Savadatti,5441,Chikkumbi,ಚಿಕ್ಕುಂಬಿ,transliterated,598283,591110,Rural,Inhabitant
Karnataka,Chitradurga,533,Molakalmuru,5503,Chikkumthi,ಚಿಕ್ಕುಂಥಿ,transliterated,605215,577535,Rural,Inhabitant
Karnataka,Bagalkote,524,Mudhol,5445,Chikkur,ಚಿಕ್ಕುರ್,transliterated,598604,587122,Rural,Inhabitant
Karnataka,Hassan,539,Arsikere,5555,Chikkur,ಚಿಕ್ಕುರ್,transliterated,615669,573103,Rural,Inhabitant
Karnataka,Bidar,529,Aurad,5456,Chikli Janwada,ಚಿಕ್ಲಿ ಜಂವಾಡ,transliterated,600094,585421,Rural,Inhabitant
Karnataka,Bidar,529,Kamalnagar,7085,Chikli Udgir,ಚಿಕ್ಲಿ ಉದ್ಗಿರ್,transliterated,599969,585448,Rural,Inhabitant
Karnataka,Chikkamagaluru,532,Chikkamagaluru,5530,Chikmagalur (Rural),ಚಿಕ್ಮಗಲುರ್ (ರುರಲ್),transliterated,609747,577102,Both,Inhabitant
Karnataka,Haveri,540,Shiggaon,5489,Chikmallur,ಚಿಕ್ಮಲ್ಲುರ್,transliterated,603934,581205,Rural,Inhabitant
Karnataka,Haveri,540,Shiggaon,5489,Chikmanakatti,ಚಿಕ್ಮನಕತ್ತಿ,transliterated,603923,581205,Rural,Inhabitant
Karnataka,Bengaluru Rural,526,Nelamangala,5601,Chikmaranahalli,ಚಿಕ್ಮರನಹಳ್ಳಿ,transliterated,624910,,Rural,Inhabitant
Karnataka,Koppal,543,Yelbarga,5464,Chikmyageri,ಚಿಕ್ಮ್ಯಗೆರಿ,transliterated,601313,583236,Rural,Inhabitant
Karnataka,Tumakuru,548,Chiknayakanhalli,5532,Chiknayakanahalli (R),ಚಿಕ್ನಯಕನಹಳ್ಳಿ (ರ್),transliterated,610212,572214,Urban,Inhabitant
Karnataka,Haveri,540,Shiggaon,5489,Chiknellur,ಚಿಕ್ನೆಲ್ಲುರ್,transliterated,603947,581205,Rural,Inhabitant
Karnataka,Belagavi,527,Chikodi,5433,Chikodi (Rural),ಚಿಕೊದಿ (ರುರಲ್),transliterated,597193,591201,Both,Inhabitant
Karnataka,Koppal,543,Yelbarga,5464,Chikoppa,ಚಿಕೊಪ್ಪ,transliterated,601236,583284,Rural,Inhabitant
Karnataka,Bidar,529,Basavakalyan,5454,Chikotta(B),ಚಿಕೊತ್ತ(ಬ್),transliterated,599807,585445,Rural,Inhabitant
Karnataka,Bidar,529,Bidar,5457,Chikpet,ಚಿಕ್ಪೆತ್,transliterated,600155,585402,Urban,Inhabitant
Karnataka,Koppal,543,Koppal,5467,Chiksindogi,ಚಿಕ್ಸಿಂದೊಗಿ,transliterated,601718,583285,Rural,Inhabitant
Karnataka,Koppal,543,Koppal,5467,Chiksulikeri,ಚಿಕ್ಸುಲಿಕೆರಿ,transliterated,601795,583283,Rural,Inhabitant
Karnataka,Belagavi,527,Ramdurg,5442,Chiktadashi,ಚಿಕ್ತದಶಿ,transliterated,598344,591127,Rural,Inhabitant
Karnataka,Koppal,543,Yelbarga,5464,Chikwankal Kunta,ಚಿಕ್ವಂಕಲ್ ಕುಂತ,transliterated,601292,583237,Rural,Inhabitant
Karnataka,Kolar,542,Srinivaspur,5590,Chilakalanatha,ಚಿಲಕಲನಥ,transliterated,621529,563135,Rural,Inhabitant
Karnataka,Chikkaballapura,630,Chelur,7407,Chilakalanerpu,ಚಿಲಕಲನೆರ್ಪು,transliterated,624309,563125,Rural,Inhabitant
Karnataka,Vijayanagara,738,Hosapete,5498,Chilakanahatti,ಚಿಲಕನಹಟ್ಟಿ,transliterated,604713,583222,Rural,Inhabitant
Karnataka,Chamarajanagar,531,Kollegal,5579,Chilakavadi,ಚಿಲಕವದಿ,transliterated,619835,571442,Rural,Inhabitant
Karnataka,Dharwad,536,Navalgund,5474,Chilakawad,ಚಿಲಕವದ್,transliterated,602338,582208,Rural,Inhabitant
Karnataka,Belagavi,527,Ramdurg,5442,Chilamur,ಚಿಲಮುರ್,transliterated,598360,591130,Rural,Inhabitant
Karnataka,Shivamogga,547,Sorab,5516,Chilanuru,ಚಿಲನುರು,transliterated,607599,577429,Rural,Inhabitant
Karnataka,Bagalkote,524,Ilkal,7062,Chilapur,ಚಿಲಪುರ,transliterated,598892,587124,Rural,Inhabitant
Karnataka,Davanagere,535,Honnali,5513,Chilapura,ಚಿಲಪುರ,transliterated,606878,577224,Rural,Inhabitant
Karnataka,Belagavi,527,Hukkeri,5437,Chilbhavi,ಚಿಲ್ಭವಿ,transliterated,597619,591107,Rural,Inhabitant
Karnataka,Kolar,542,Srinivaspur,5590,Chilepalli,ಚಿಲೆಪಲ್ಲಿ,transliterated,621448,563161,Rural,Inhabitant
Karnataka,Raichur,546,Maski,7101,Chilkaragi,ಚಿಲ್ಕರಗಿ,transliterated,600900,584122,Rural,Inhabitant
Karnataka,Koppal,543,Koppal,5467,Chilkmukki,ಚಿಲ್ಕ್ಮುಕ್ಕಿ,transliterated,601798,583287,Rural,Inhabitant
Karnataka,Mysuru,545,Hunsur,5570,Chilkunda,ಚಿಲ್ಕುಂದ,transliterated,618336,571105,Rural,Inhabitant
Karnataka,Mysuru,545,Hunsur,5570,Chilkundakaval,ಚಿಲ್ಕುಂದಕವಲ್,transliterated,618332,571105,Rural,Inhabitant
Karnataka,Hassan,539,Belur,5554,Chilkur,ಚಿಲ್ಕುರ್,transliterated,615325,573216,Rural,Inhabitant
Karnataka,Mandya,544,Krishnarajpet,5546,Chilladahalli,ಚಿಲ್ಲದಹಳ್ಳಿ,transliterated,613539,571426,Rural,Inhabitant
Karnataka,Chitradurga,533,Hiriyur,5508,Chillahalli,ಚಿಲ್ಲಹಳ್ಳಿ,transliterated,606113,577546,Rural,Inhabitant
Karnataka,Mysuru,545,Saraguru,7098,Chillahalli,ಚಿಲ್ಲಹಳ್ಳಿ,transliterated,619004,571121,Rural,Inhabitant
Karnataka,Kolar,542,Kolar,5591,Chillapalli,ಚಿಲ್ಲಪಲ್ಲಿ,transliterated,621967,563113,Rural,Inhabitant
Karnataka,Kolar,542,Kolar,5591,Chillapalli Amanikere,ಚಿಲ್ಲಪಲ್ಲಿ ಅಮನಿಕೆರೆ,transliterated,621974,563113,Rural,Inhabitant
Karnataka,Mandya,544,Malavalli,5552,Chillapura,ಚಿಲ್ಲಪುರ,transliterated,614777,571421,Rural,Inhabitant
Karnataka,Bidar,529,Bidar,5457,Chillargi,ಚಿಲ್ಲರ್ಗಿ,transliterated,600149,585403,Rural,Inhabitant
Karnataka,Kolar,542,Srinivaspur,5590,Chillarpalli,ಚಿಲ್ಲರ್ಪಲ್ಲಿ,transliterated,621414,563161,Rural,Inhabitant
Karnataka,Haveri,540,Savanur,5490,Chillur,ಚಿಲ್ಲುರ್,transliterated,603977,581126,Rural,Inhabitant
Karnataka,Haveri,540,Savanur,5490,Chillur Badni,ಚಿಲ್ಲುರ್ ಬದ್ನಿ,transliterated,603978,581126,Rural,Inhabitant
Karnataka,Vijayanagara,738,Hagaribommanahalli,5497,Chilugodu,ಚಿಲುಗೊದು,transliterated,924267,583224,Rural,Inhabitant
Karnataka,Bengaluru South,631,Magadi,5605,Chilur,ಚಿಲುರ್,transliterated,625851,562127,Urban,Inhabitant
Karnataka,Davanagere,535,Nyamathi,7076,Chilur,ಚಿಲುರ್,transliterated,606844,577230,Rural,Inhabitant
Karnataka,Davanagere,535,Nyamathi,7076,Chilurkadadakatte,ಚಿಲುರ್ಕದದಕತ್ತೆ,transliterated,606841,577230,Rural,Inhabitant
Karnataka,Koppal,543,Koppal,5467,Chilwadgi,ಚಿಲ್ವದ್ಗಿ,transliterated,601750,583230,Rural,Inhabitant
Karnataka,Gadag,537,Gajendragad,7082,Chilzeri,ಚಿಲ್ಜೆರಿ,transliterated,601984,582114,Rural,Inhabitant
Karnataka,Chikkaballapura,630,Gauribidanur,5595,Chimakalahalli,ಚಿಮಕಲಹಳ್ಳಿ,transliterated,623308,561206,Rural,Inhabitant
Karnataka,Kolar,542,Kolar Gold Field,7002,Chimalabandahalli,ಚಿಮಲಬಂದಹಳ್ಳಿ,transliterated,622741,563117,Rural,Inhabitant
Karnataka,Shivamogga,547,Sagar,5515,Chimale,ಚಿಮಲೆ,transliterated,607364,577453,Rural,Inhabitant
Karnataka,Uttara Kannada,550,Yellapur,5481,Chimanalli,ಚಿಮನಲ್ಲಿ,transliterated,602910,581337,Rural,Inhabitant
Karnataka,Shivamogga,547,Sorab,5516,Chimanuru,ಚಿಮನುರು,transliterated,607623,577429,Rural,Inhabitant
Karnataka,Bidar,529,Kamalnagar,7085,Chimegaon,ಚಿಮೆಗಾಂವ್,transliterated,599985,585443,Rural,Inhabitant
Karnataka,Mysuru,545,Tirumakudal - Narsipur,5575,Chimili,ಚಿಮಿಲಿ,transliterated,619342,571120,Rural,Inhabitant
Karnataka,Bidar,529,Bidar,5457,Chimkod,ಚಿಂಕೊದ್,transliterated,600148,585402,Rural,Inhabitant
Karnataka,Raichur,546,Manvi,5462,Chimlapur,ಚಿಂಲಪುರ,transliterated,600993,584136,Rural,Inhabitant
Karnataka,Bagalkote,524,Rabakavi Banahatti,7063,Chimmad,ಚಿಂಮದ್,transliterated,598422,587312,Rural,Inhabitant
Karnataka,Kalaburagi,538,Chincholi,5583,Chimmaidlai,ಚಿಂಮೈದ್ಲೈ,transliterated,620414,585307,Rural,Inhabitant
Karnataka,Bagalkote,524,Guledgudda,7061,Chimmalagi,ಚಿಂಮಲಗಿ,transliterated,598693,587202,Rural,Inhabitant
Karnataka,Vijayapura,530,Nidagundi,7075,Chimmalgi R.C,ಚಿಂಮಲ್ಗಿ ರ್.ಚ್,transliterated,599480,586201,Rural,Inhabitant
Karnataka,Tumakuru,548,Turuvekere,5540,Chimmanahalli,ಚಿಂಮನಹಳ್ಳಿ,transliterated,612305,572220,Rural,Inhabitant
Karnataka,Bagalkote,524,Badami,5446,Chimmanakatti,ಚಿಂಮನಕತ್ತಿ,transliterated,598709,587155,Rural,Inhabitant
Karnataka,Kalaburagi,538,Chincholi,5583,Chimmanchod,ಚಿಂಮಂಚೊದ್,transliterated,620347,585306,Rural,Inhabitant
Karnataka,Chikkamagaluru,532,Mudigere,5531,Chimmatagere,ಚಿಂಮತಗೆರೆ,transliterated,610030,577113,Rural,Inhabitant
Karnataka,Uttara Kannada,550,Kumta,5485,Chimmolli,ಚಿಂಮೊಲ್ಲಿ,transliterated,603509,581323,Rural,Inhabitant
