State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Village Code,Pincode,Category,Status
Andhra Pradesh,Sri Sathya Sai,754,Tadimarri,5338,(Shro) Thirumalapuram,,595183,515631,Rural,Inhabitant
Andhra Pradesh,Guntur,506,Phirangipuram,5072,113 Thalluru,,590214,522529,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Paderu,4847,14 Mile Stone,,584792,531024,Rural,Inhabitant
Andhra Pradesh,Annamayya,753,Chowdepalle,5413,29 -A. Chinta -Makulapalle,,596519,517257,Rural,Inhabitant
Andhra Pradesh,Palnadu,751,Pedakurapadu,5057,75-Tyallur,,590010,522436,Rural,Inhabitant
Andhra Pradesh,Kakinada,746,Thondangi,4901,A. Kothapalle,,587324,533408,Rural,Inhabitant
Andhra Pradesh,Kakinada,746,Rowthulapudi,4891,A. Mallavaram,,587007,533406,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Devipatnam,4885,A. Veeravaram,,586631,533354,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Amalapuram,4941,A. Vemavaram,,587877,533577,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Amalapuram,4941,A. Vemavarappadu,,912647,533201,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,A.Bandaveedhi,,584868,531029,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Pullampeta,5247,A.Channamambapuram,,593687,516107,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Unguturu,4962,A.Gokavaram,,588338,534416,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Kallur,5258,A.Gokulapadu,,593886,518467,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Alur,5274,A.Gonehal,,594152,518395,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Akividu,4975,A.I.Bheemavaram,,588600,534235,Rural,Inhabitant
Andhra Pradesh,Ntr,749,Atlapragada Konduru,4998,A.Konduru,,588988,521226,Rural,Inhabitant
Andhra Pradesh,Annamayya,753,Chowdepalle,5413,A.Kothakota,,596522,517257,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,B.Kodur,5209,A.Kothapalle,,593041,516228,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,A.Kotturu,,583553,531040,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,A.Kummariputtu,,583632,531040,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Pendlimarry,5232,A.Ramachandrapuram,,593444,516217,Rural,Inhabitant
Andhra Pradesh,Kakinada,746,Thondangi,4901,A.V.Nagaram,,587328,533449,Rural,Inhabitant
Andhra Pradesh,Prakasam,517,Kotha Patnam,5140,Aaluru,,912408,523182,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Abaka,,592749,524121,Rural,Inhabitant
Andhra Pradesh,Bapatla,750,Vemuru,5087,Abbanagudavalli,,590410,522324,Rural,Inhabitant
Andhra Pradesh,Guntur,506,Thulluru,5053,Abbarajupalem,,589963,522237,Rural,Inhabitant
Andhra Pradesh,Annamayya,753,Rayachoti,5239,Abbavaram,,593537,516269,Rural,Inhabitant
Andhra Pradesh,Prakasam,517,Darsi,5114,Abbaya Palem,,590808,523304,Rural,Inhabitant
Andhra Pradesh,Ananthapuramu,502,Gooty,5310,Abbedoddi,,594753,515401,Rural,Inhabitant
Andhra Pradesh,Palnadu,751,Sattenapalli,5058,Abburu,,590029,522402,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Badvel,5210,Abbusahebpeta,,593058,516227,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Kolimigundla,5301,Abdullapuram,,594590,518123,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Velugodu,5282,Abdullapuram,,594281,518533,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Kunavaram,4731,Abicherla,,579095,533347,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Abiri,,582026,535534,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Ganguvarisigadam,4797,Abothulapeta,,581359,532168,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Pakala,5396,Achamma Agraharam,,596202,517112,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Achanta,4981,Achanta,,588688,534123,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Achanta,4981,Achanta Vemavaram,,588695,534267,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Ozili,5189,Acharlaparlapalle,,592451,524402,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Kaikaluru,5016,Achavaram,,589336,521333,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Achukatla,,592726,524123,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Yetapaka,6063,Achuthapuram,,579074,533351,Rural,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Penukonda,5356,Adadakulapalle,,595434,515124,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Adagarapalle,,585450,531133,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Adakula,,585688,531087,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Adalaputtu,,583375,531040,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Adali,,580046,532443,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Palasa,4775,Adanikothuru,అడనికోత్తూరు,930879,532221,Unmapped,Inhabitant
Andhra Pradesh,Srikakulam,519,Laveru,4804,Adapaka,,581599,532403,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Doravarisatram,5196,Adapamudi,,592703,524123,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Nandalur,5243,Adapur,,593580,516150,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Kumara Venkata Bhupala Puram,5382,Adaram,,595975,517643,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Pachipenta,4818,Adaripadu,,582471,535592,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Adarladi @ Mukki Puttu,,583330,531040,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Araku Valley,4844,Adaru,,584099,531149,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Adaru,,582157,535527,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Veeraghattam,4769,Adaru,,579943,532460,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Kumara Venkata Bhupala Puram,5382,Adavaram,,595986,517643,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Adavaram,,580833,532440,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Kuppam,5427,Adavi Budugur,,596972,517425,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Nidamarru,4968,Adavikolanu,,588481,534198,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Nagari,5406,Adavikothuru,,596383,517592,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Kuppam,5427,Adavimulakapalle,,596963,517425,Rural,Inhabitant
Andhra Pradesh,Visakhapatnam,520,Visakhapatnam (Rural),4866,Adavivaram,అడవివరం,929891,530028,Unmapped,Inhabitant
Andhra Pradesh,Bapatla,750,Nizampatnam,5094,Adavuladeevi,,590483,522262,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Pamarru,5028,Addada,,589575,521390,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Addakulaguda,,580041,532443,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Chakrayapet,5234,Addalamarri,,593463,516128,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Kasimkota,4876,Addam,,586322,531031,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,K Gangavaram,4929,Addampalle,,587712,533262,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Kothuru,4772,Addangi,,580118,532459,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Addangijangidi Bhadra,,581821,535523,Rural,Inhabitant
Andhra Pradesh,Prakasam,517,Addanki,5112,Addanki (North) (U),,590769,523201,Rural,Inhabitant
Andhra Pradesh,Prakasam,517,Addanki,5112,Addanki (South) (U),,590777,523201,Rural,Inhabitant
Andhra Pradesh,East Godavari,505,Kapileswarapuram,4928,Addankivari Lanka,,912445,533228,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Addapuseela,,582146,535502,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Maredumilli,4884,Addarivalasa,,586545,533295,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Rolugunta,4855,Addasaram,,585818,531114,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Gantyada,4830,Addateega,,582904,535215,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Addateegala,4887,Addateegala,,586842,533428,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Addategela,,584320,535145,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Chillakur,5190,Addepalle,,592508,524412,Rural,Inhabitant
Andhra Pradesh,Bapatla,750,Bhattiprolu,5089,Addepalli,,590425,522256,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Chittamur,5193,Addepudi,,592582,524127,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Tekkali,4789,Addukonda,,580958,532203,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Addulu,,585042,531029,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Araku Valley,4844,Addumanda,,583973,531149,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Hukumpeta,4846,Addumanda,,584533,531077,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Burja,4794,Adduripeta,,581235,532445,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Chodavaram,4872,Adduru,,586209,531035,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Adduruvalasa,,582142,535522,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Pakala,5396,Adenapalle,,596199,517112,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Sydapuram,5185,Adhvanna Punarayanakattubadi,,592258,524407,Rural,Inhabitant
Andhra Pradesh,Palnadu,751,Durgi,5042,Adigoppula,,589827,522612,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Gudipala,5431,Adilakshmamba Puram,,597068,517132,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Pathapatnam,4773,Adinarayanapeta,,580131,532213,Rural,Inhabitant
Andhra Pradesh,Bapatla,750,Bapatla,5093,Adivi,,590476,522101,Rural,Inhabitant
Andhra Pradesh,Ananthapuramu,502,Settur,5332,Adivigollapalle,,595112,515761,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Nathavaram,4852,Adivikamayya Agraharam,,585718,531115,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Agiripalli,5005,Adivinekkalam,,589117,521212,Rural,Inhabitant
Andhra Pradesh,Ntr,749,Nandigama,4993,Adiviravulapadu,,588876,521185,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Adoni,5271,Adoni,ఆదోని,930540,518301,Unmapped,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Adugulaputtu,,583631,531040,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Gurthedu,7562,Adupulametta,,586667,533483,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Mamidikuduru,4936,Adurru,,587824,533247,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Rapur,5175,Adurupalle,,592018,524342,Rural,Inhabitant
Andhra Pradesh,Bapatla,750,Parchur,5108,Adusumalle,,590717,523169,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Renigunta,5376,Adusupalem,,595759,517520,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Cheedikada,4858,Advi Agraharam,,585946,531028,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Agadala,,580935,532426,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Bheemadole,4963,Agadallanka,,588362,534427,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Thondur,5221,Agadur,,593243,516421,Rural,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Agali,5354,Agali,,595406,515311,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Agampadu,,584901,531029,Rural,Inhabitant
Andhra Pradesh,Visakhapatnam,520,Gajuwaka,4869,Aganampudi,అగనంపూడి,929931,530053,Unmapped,Inhabitant
Andhra Pradesh,Tirupati,752,Chandragiri,5384,Agarala,,596032,517102,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Gudupalle,5426,Agaram,,596876,517426,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Nagari,5406,Agaram,,596387,517590,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Nindra,5404,Agaram,,596363,517591,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Gangadhara Nellore,5420,Agaramangalam,,596670,517125,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Nandigam,4782,Agarlagokarla Palle,,580590,532220,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Palacole,4988,Agarru,,588784,534250,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Agaruveedhi,,583793,531040,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Kowthalam,5252,Agasaladinne,,593791,518344,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Kosigi,5251,Agasanur,,593750,518313,Rural,Inhabitant
Andhra Pradesh,Guntur,506,Pedakakani,5075,Agatha Varappadu,,590253,522509,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Krishnagiri,5277,Agaveli,,594204,518225,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Golugonda,4853,Agency Laxmipuram,,585756,531084,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Vedurukuppam,5397,Aggichenupalle,,596220,517167,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Pamidimukkala,5026,Aginiparru,,589547,521250,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Agiripalli,5005,Agiripalle,,589111,521211,Rural,Inhabitant
Andhra Pradesh,Palnadu,751,Ipuru,5065,Agnigundala,,590127,522647,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Ganapavaram,4974,Agraharagopavaram,,588585,534197,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Agraharam,,585479,531133,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Agraharam,,585390,531133,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Agraharam,,585632,531087,Rural,Inhabitant
Andhra Pradesh,Annamayya,753,Nimmanapalle,5393,Agraharam,,596158,517280,Rural,Inhabitant
Andhra Pradesh,Annamayya,753,Pileru,5386,Agraharam,,596062,517214,Rural,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Bukkapatnam,5345,Agraharam,,595280,515154,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Simhadripuram,5217,Agraharam,,593197,516454,Rural,Inhabitant
Andhra Pradesh,Kakinada,746,Pithapuram,4911,Agraharam (R),,587467,533450,Rural,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Tanakal,5360,Agraharampalle,,595485,515581,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Chinturu,4732,Agraharapu Koderu,,579181,533342,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Mentada,4824,Aguru,,582727,535273,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Rajam,4796,Aguru,,581309,532127,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Chinturu,4732,Ahmmadalipeta,,579167,533352,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Burja,4794,Ahobalacharyula Peta,,581243,532186,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Allagadda,5298,Ahobilam,,594549,518543,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Pulivendula,5219,Ahobilapuram,అహోబిలాపురం,930418,516391,Unmapped,Inhabitant
Andhra Pradesh,Krishna,510,Pamarru,5028,Ainampudi,,589578,521356,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Mummidivaram,4932,Ainapuram,,587762,533216,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Ainavilli,4933,Ainavilli,,587767,533211,Rural,Inhabitant
Andhra Pradesh,Guntur,506,Thulluru,5053,Ainavolu,,589968,522237,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Butchayyapeta,4873,Aithampudi,,586254,531026,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Balijipeta,4815,Ajjada,,582278,535557,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Gannavaram,5012,Ajjampudi,,589249,521101,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Akividu,4975,Ajjamuru,,588597,534126,Rural,Inhabitant
Andhra Pradesh,East Godavari,505,Peravali,4971,Ajjaram,,588533,534331,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Etcherla,4806,Ajjaram,,581713,532403,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Pachipenta,4818,Ajuru,,582440,535592,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Puthalapattu,5410,Akanambattu,,596469,517124,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Santhabommali,4790,Akasalakkavaram,,581028,532211,Rural,Inhabitant
Andhra Pradesh,Markapuram,790,Racherla,5132,Akaveedu,,591167,523372,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Anumasamudrampeta,5165,Akbarabad,,591842,524234,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Venkatagiri,5187,Akbarnivasa Khandrika,,592365,524134,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Rajampet,5246,Akepadu,,593660,516150,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Rapur,5175,Akilavalasa,,592013,524414,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Akividu,4975,Akividu,,588598,534235,Unmapped,Inhabitant
Andhra Pradesh,Markapuram,790,Podili,5120,Akka Cheruvu,,590977,523245,Rural,Inhabitant
Andhra Pradesh,Markapuram,790,Markapuram,5115,Akkacheruvu,,590854,523329,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Nellore Rural,5177,Akkacheruvupadu,,592092,524004,Unmapped,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Agali,5354,Akkagaladevarahalli,,595401,515321,Rural,Inhabitant
Andhra Pradesh,Ananthapuramu,502,Pamidi,5315,Akkajampalle,,594847,515775,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Porumamilla,5208,Akkalreddipalle,,593004,516193,Rural,Inhabitant
Andhra Pradesh,Prakasam,517,Darsi,5114,Akkamamba Puram,,590835,523247,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Venkatagiri,5187,Akkamambapuram,,592338,524404,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,T.Sundupalle,5238,Akkampalle,,593520,516130,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Sri Avadhutha Kasinayana,5206,Akkampet,,592977,516217,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Jangareddigudem,4953,Akkampeta,,588175,534455,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Manubolu,5183,Akkampeta,,592191,524405,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Tada,5198,Akkampeta,,592779,524121,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Akkandoravalasa,,582074,535594,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Akkanna Agraharam,,580863,532440,Rural,Inhabitant
Andhra Pradesh,Ntr,749,Tiruvuru,4997,Akkapalem,,588965,521235,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Tirupati (Urban),5383,Akkarampalle (Ct),,596012,517507,Unmapped,Inhabitant
Andhra Pradesh,Tirupati,752,Doravarisatram,5196,Akkarapaka,,592696,524123,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Santhakaviti,4795,Akkarapalle,,581282,532123,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Balayapalli,5188,Akkasamudram,,592403,524404,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Tekkali,4789,Akkavaram,,580975,532203,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Ranastalam,4805,Akkayapalem,,581683,532409,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Kadapa,5230,Akkayapalle,అక్కాయపల్లె,930975,516001,Unmapped,Inhabitant
Andhra Pradesh,Srikakulam,519,Kotabommali,4791,Akkayyavalasa,,581068,532195,Rural,Inhabitant
Andhra Pradesh,Y.S.R. Kadapa,504,Sri Avadhutha Kasinayana,5206,Akkemgundla,,592974,516217,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Denduluru,4967,Akkireddigudem,,588452,534450,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Musunuru,5002,Akkireddigudem,,589036,521213,Rural,Inhabitant
Andhra Pradesh,Visakhapatnam,520,Gajuwaka,4869,Akkireddypalem (U),అక్కిరెడ్డిపాలెం,929922,530012,Unmapped,Inhabitant
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkivalasa,అక్కివలస,930802,532484,Unmapped,Inhabitant
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Akkivalasa,,580938,532427,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkivaram,,581410,532484,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Denkada,4839,Akkivaram,,583228,535216,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkulapeta,,581399,532186,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Vajrapukotturu,4781,Akkupalle,,580539,532219,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Jalumuru,4792,Akkurada,,581109,532427,Rural,Inhabitant
Andhra Pradesh,Tirupati,752,Srikalahasti,5378,Akkurthy,,595845,517536,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Badangi,4820,Akulakatta,,582553,535578,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Guduru,5031,Akulamannadu,,589657,521366,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Nandigam,4782,Akularaghunadha Puram,,580673,532204,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Kothuru,4772,Akulatampara,,580127,532459,Rural,Inhabitant
Andhra Pradesh,Ananthapuramu,502,Singanamala,5325,Akuledu,,595011,515731,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Sanjamala,5300,Akumalla,,594565,518196,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Maredumilli,4884,Akumamidikota,,586548,533295,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Guduru,5031,Akumarru,,589670,521149,Rural,Inhabitant
Andhra Pradesh,Krishna,510,Vuyyuru,5027,Akunuru,,589561,521245,Rural,Inhabitant
Andhra Pradesh,Palnadu,751,Machavaram,5048,Akurajupalle,,589885,522435,Rural,Inhabitant
Andhra Pradesh,Polavaram,791,Rampachodavaram,4895,Akuru,,587156,533288,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Pentapadu,4969,Akuteegapadu,,588499,534196,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Akuthota,,585074,531029,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Alabeeru,,583299,531040,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Alagam,,584821,531029,Rural,Inhabitant
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Vidavalur,5168,Alaganipadu,,591894,524318,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Midthur,5267,Alaganur,,594017,518405,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Makkuva,4813,Alagaruvu,,582182,535547,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Bobbili,4816,Alajangi,,582352,535573,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Cheepurupalli,4827,Alajangi,,582805,535125,Rural,Inhabitant
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Alamagundam,,583628,531040,Rural,Inhabitant
Andhra Pradesh,Srikakulam,519,Ponduru,4803,Alamajipeta,,581570,532402,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Alamanda,,585989,531030,Rural,Inhabitant
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Alamanda,,582066,535594,Rural,Inhabitant
Andhra Pradesh,Vizianagaram,521,Jami,4835,Alamanda,,583102,535240,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,K.Kotapadu,4860,Alamanda Bheemavaram,,585998,531034,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,K.Kotapadu,4860,Alamandakoduru,,585999,531022,Rural,Inhabitant
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Alamandakothapalle,,585979,531022,Rural,Inhabitant
Andhra Pradesh,Kurnool,511,Krishnagiri,5277,Alamkonda,,594214,518468,Rural,Inhabitant
Andhra Pradesh,Sri Sathya Sai,754,Kadiri,5343,Alampur,,595256,515541,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Pentapadu,4969,Alampuram,,588503,534146,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Panyam,5280,Alamur,,594257,518112,Rural,Inhabitant
Andhra Pradesh,Nandyal,755,Rudravaram,5297,Alamur,,594529,518543,Rural,Inhabitant
Andhra Pradesh,Ananthapuramu,502,Anantapur Rural,5330,Alamuru,,595088,515002,Rural,Inhabitant
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Alamuru,4925,Alamuru,,587665,533233,Rural,Inhabitant
Andhra Pradesh,West Godavari,523,Penumantra,4978,Alamuru,,588645,534126,Rural,Inhabitant
Andhra Pradesh,Bapatla,750,Tsunduru,5085,Alapadu,,590385,522312,Rural,Inhabitant
Andhra Pradesh,Eluru,748,Kaikaluru,5016,Alapadu,,589354,521340,Rural,Inhabitant
Andhra Pradesh,Chittoor,503,Vijayapuram,5405,Alapakam,,596369,517586,Rural,Inhabitant
